Program.Unique.ID,Univesity.Name,Program.Name,University.type,Area,Grade,Program.type,State,Program.score
"172,1",COORDENADORIA DE RECURSOS HUMANOS DA SEC EST DA SAÚDE DE SP,SAÚDE COLETIVA,PÚBLICA,SAÚDE COLETIVA,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"173,1",COORDENADORIA CONTROLE DE DOENÇAS DA SEC EST DA SAÚDE DE SP,CIÊNCIAS,PÚBLICA,MEDICINA II,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"174,1",CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,ODONTOLOGIA,PRIVADA,ODONTOLOGIA,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"175,1",FACULDADE FIPECAFI,CONTROLADORIA E FINANÇAS,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"176,1",CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA,DIREITO,PRIVADA,DIREITO,MESTRADO,ACADÊMICO,SP,3
"177,1",UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,INOVAÇÃO NA COMUNICAÇÃO DE INTERESSE PÚBLICO,PÚBLICA,COMUNICAÇÃO E INFORMAÇÃO,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"177,2",UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,INOVAÇÃO NO ENSINO SUPERIOR EM SAÚDE,PÚBLICA,ENSINO,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"177,3",UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,ADMINISTRAÇÃO,PÚBLICA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"178,1",UNIVERSIDADE ANHEMBI MORUMBI,GESTÃO EM ALIMENTOS E BEBIDAS (A&B),PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"178,2",UNIVERSIDADE ANHEMBI MORUMBI,DESIGN,PRIVADA,"ARQUITETURA, URBANISMO E DESIGN",MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"178,3",UNIVERSIDADE ANHEMBI MORUMBI,ENGENHARIA BIOMÉDICA,PRIVADA,ENGENHARIAS IV,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"178,4",UNIVERSIDADE ANHEMBI MORUMBI,HOSPITALIDADE,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"179,1",UNIVERSIDADE METROPOLITANA DE SANTOS,PRÁTICAS DOCENTES NO ENSINO FUNDAMENTAL,PRIVADA,ENSINO,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"179,2",UNIVERSIDADE METROPOLITANA DE SANTOS,MEDICINA VETERINÁRIA NO MEIO AMBIENTE LITORANEO,PRIVADA,MEDICINA VETERINÁRIA,MESTRADO,ACADÊMICO,SP,3
"180,1",CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA,DESENVOLVIMENTO REGIONAL,PÚBLICA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,SP,3
"181,1",CENTRO UNIVERSITÁRIO FECAP,CIÊNCIAS CONTÁBEIS,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO,ACADÊMICO,SP,4
"182,1",UNIVERSIDADE DE FRANCA,LINGÜÍSTICA,PRIVADA,LINGUÍSTICA E LITERATURA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"182,2",UNIVERSIDADE DE FRANCA,CIÊNCIA ANIMAL,PRIVADA,MEDICINA VETERINÁRIA,MESTRADO,ACADÊMICO,SP,4
"182,3",UNIVERSIDADE DE FRANCA,CIÊNCIAS,PRIVADA,QUÍMICA,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"182,4",UNIVERSIDADE DE FRANCA,PROMOÇÃO DE SAÚDE,PRIVADA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"183,1",UNIVERSIDADE NOVE DE JULHO,DIREITO,PRIVADA,DIREITO,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"183,2",UNIVERSIDADE NOVE DE JULHO,GESTÃO E PRÁTICAS EDUCACIONAIS,PRIVADA,EDUCAÇÃO,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"183,3",UNIVERSIDADE NOVE DE JULHO,MEDICINA,PRIVADA,MEDICINA I,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"183,4",UNIVERSIDADE NOVE DE JULHO,BIOFOTÔNICA APLICADA ÀS CIÊNCIAS DA SAÚDE,PRIVADA,MEDICINA II,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"183,5",UNIVERSIDADE NOVE DE JULHO,CIDADES INTELIGENTES E SUSTENTÁVEIS,PRIVADA,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,MESTRADO,ACADÊMICO,SP,4
"183,6",UNIVERSIDADE NOVE DE JULHO,ENGENHARIA DE PRODUÇÃO,PRIVADA,ENGENHARIAS III,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"183,7",UNIVERSIDADE NOVE DE JULHO,INFORMÁTICA E GESTÃO DO CONHECIMENTO,PRIVADA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"183,8",UNIVERSIDADE NOVE DE JULHO,ADMINISTRAÇÃO,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"184,1",UNIVERSIDADE SANTA CECÍLIA,SUSTENTABILIDADE DE ECOSSISTEMAS COSTEIROS E MARINHOS,PRIVADA,BIODIVERSIDADE,MESTRADO,ACADÊMICO,SP,3
"184,2",UNIVERSIDADE SANTA CECÍLIA,DIREITO DA SAÚDE: DIMENSÕES INDIVIDUAIS E COLETIVAS,PRIVADA,DIREITO,MESTRADO,ACADÊMICO,SP,3
"185,1",INSTITUTO DE PESQUISAS TECNOLÓGICAS DO ESTADO DE SÃO PAULO,ENGENHARIA DE COMPUTAÇÃO,PÚBLICA,ENGENHARIAS IV,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,2
"185,2",INSTITUTO DE PESQUISAS TECNOLÓGICAS DO ESTADO DE SÃO PAULO,COMPUTAÇÃO APLICADA,PÚBLICA,CIÊNCIA DA COMPUTAÇÃO,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,A
"185,3",INSTITUTO DE PESQUISAS TECNOLÓGICAS DO ESTADO DE SÃO PAULO,HABITAÇÃO: PLANEJAMENTO E TECNOLOGIA,PÚBLICA,ENGENHARIAS I,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"186,1",UNIVERSIDADE DE ARARAQUARA,DESENVOLVIMENTO TERRITORIAL E MEIO AMBIENTE,PRIVADA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"187,1",INSTITUTO AGRONÔMICO DE CAMPINAS,AGRICULTURA TROPICAL E SUBTROPICAL,PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"188,1",UNIVERSIDADE CRUZEIRO DO SUL,ENSINO DE CIÊNCIAS E MATEMÁTICA,PRIVADA,ENSINO,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,5
"189,1",FUNDAÇÃO ANTONIO PRUDENTE - HOSPITAL A.C.CAMARGO,ONCOLOGIA,PRIVADA,MEDICINA I,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"190,1",UNIVERSIDADE SÃO JUDAS TADEU,CIÊNCIAS DO ENVELHECIMENTO,PRIVADA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,SP,4
"191,1",FACULDADE ISRAELITA DE CIÊNCIAS DA SAÚDE ALBERT EINSTEIN,ENSINO EM SAÚDE,PRIVADA,ENSINO,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,A
"191,2",FACULDADE ISRAELITA DE CIÊNCIAS DA SAÚDE ALBERT EINSTEIN,CIÊNCIAS DA SAÚDE,PRIVADA,MEDICINA I,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"192,1",UNIVERSIDADE DE SOROCABA,PROCESSOS TECNOLÓGICOS E AMBIENTAIS,PRIVADA,INTERDISCIPLINAR,MESTRADO PROFISSIONAL/DOUTORADO PROFISSIONAL,PROFISSIONAL,SP,4
"192,2",UNIVERSIDADE DE SOROCABA,CIÊNCIAS FARMACÊUTICAS,PRIVADA,FARMÁCIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"192,3",UNIVERSIDADE DE SOROCABA,EDUCAÇÃO,PRIVADA,EDUCAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"193,1",UNIVERSIDADE PAULISTA,ADMINISTRAÇÃO,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"193,2",UNIVERSIDADE PAULISTA,PATOLOGIA AMBIENTAL E EXPERIMENTAL,PRIVADA,MEDICINA VETERINÁRIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"193,3",UNIVERSIDADE PAULISTA,ODONTOLOGIA,PRIVADA,ODONTOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"194,1",UNIVERSIDADE IBIRAPUERA,FISIOTERAPIA,PRIVADA,EDUCAÇÃO FÍSICA,MESTRADO,ACADÊMICO,SP,A
"194,2",UNIVERSIDADE IBIRAPUERA,EDUCAÇÃO,PRIVADA,EDUCAÇÃO,MESTRADO,ACADÊMICO,SP,A
"195,1",UNIVERSIDADE BRASIL,PRODUÇÃO ANIMAL,PRIVADA,ZOOTECNIA / RECURSOS PESQUEIROS,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"195,2",UNIVERSIDADE BRASIL,ENGENHARIA BIOMÉDICA,PRIVADA,ENGENHARIAS IV,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"195,3",UNIVERSIDADE BRASIL,CIÊNCIAS AMBIENTAIS,PRIVADA,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"195,4",UNIVERSIDADE BRASIL,BIOENGENHARIA,PRIVADA,ENGENHARIAS IV,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"196,1",UNIVERSIDADE DO OESTE PAULISTA,AGRONOMIA,PRIVADA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"196,2",UNIVERSIDADE DO OESTE PAULISTA,ODONTOLOGIA,PRIVADA,ODONTOLOGIA,MESTRADO,ACADÊMICO,SP,3
"197,1",UNIVERSIDADE CIDADE DE SÃO PAULO,ODONTOLOGIA,PRIVADA,ODONTOLOGIA,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"197,2",UNIVERSIDADE CIDADE DE SÃO PAULO,FORMAÇÃO DE GESTORES EDUCACIONAIS,PRIVADA,EDUCAÇÃO,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"197,3",UNIVERSIDADE CIDADE DE SÃO PAULO,ASTROFÍSICA E FÍSICA COMPUTACIONAL,PRIVADA,ASTRONOMIA / FÍSICA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"197,4",UNIVERSIDADE CIDADE DE SÃO PAULO,FISIOTERAPIA,PRIVADA,EDUCAÇÃO FÍSICA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"198,1",UNIVERSIDADE DO VALE DO PARAÍBA,BIOENGENHARIA,PRIVADA,ENGENHARIAS IV,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"199,1",ESCOLA SUPERIOR DO INSTITUTO BUTANTAN,CIÊNCIAS,PÚBLICA,CIÊNCIAS BIOLÓGICAS I,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"199,2",ESCOLA SUPERIOR DO INSTITUTO BUTANTAN,BIOTECNOLOGIA E BIOPROCESSOS,PÚBLICA,CIÊNCIAS BIOLÓGICAS I,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,A
"200,1",UNIVERSIDADE DE MARÍLIA,"SAÚDE ANIMAL, PRODUÇÃO E AMBIENTE",PRIVADA,MEDICINA VETERINÁRIA,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,A
"200,2",UNIVERSIDADE DE MARÍLIA,INTERAÇÕES ESTRUTURAIS E FUNCIONAIS NA REABILITAÇÃO,PRIVADA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,SP,A
"201,1",UNIVERSIDADE DE RIBEIRÃO PRETO,TECNOLOGIA AMBIENTAL,PRIVADA,ENGENHARIAS I,DOUTORADO,ACADÊMICO,SP,4
"201,2",UNIVERSIDADE DE RIBEIRÃO PRETO,BIOTECNOLOGIA,PRIVADA,BIOTECNOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"202,1",FACULDADE DE MEDICINA DE MARÍLIA,SAÚDE E ENVELHECIMENTO,PÚBLICA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,SP,4
"203,1",CENTRO UNIVERSITARIO DA FEI,ADMINISTRAÇÃO,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"203,2",CENTRO UNIVERSITARIO DA FEI,ENGENHARIA ELÉTRICA,PRIVADA,ENGENHARIAS IV,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"204,1",CENTRO UNIVERSITÁRIO SÃO CAMILO,NUTRIÇÃO DO NASCIMENTO À ADOLESCÊNCIA,PRIVADA,NUTRIÇÃO,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"205,1",UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,RECURSOS GENÉTICOS VEGETAIS,PÚBLICA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,ACADÊMICO,BA,5
"206,1",CENTRO UNIVERSITÁRIO TIRADENTES,"SOCIEDADE, TECNOLOGIAS E POLÍTICAS PÚBLICAS",PRIVADA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,AL,4
"207,1",UNIVERSIDADE TIRADENTES,ENGENHARIA DE PROCESSOS,PRIVADA,ENGENHARIAS II,MESTRADO/DOUTORADO,ACADÊMICO,SE,5
"207,2",UNIVERSIDADE TIRADENTES,DIREITOS HUMANOS,PRIVADA,DIREITO,MESTRADO/DOUTORADO,ACADÊMICO,SE,4
"208,1",FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,CIÊNCIAS FARMACÊUTICAS,PÚBLICA,FARMÁCIA,MESTRADO/DOUTORADO,ACADÊMICO,SE,4
"208,2",FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,PSICOLOGIA,PÚBLICA,PSICOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,SE,4
"208,3",FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,COMUNICAÇÃO,PÚBLICA,COMUNICAÇÃO E INFORMAÇÃO,MESTRADO,ACADÊMICO,SE,3
"208,4",FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,ANTROPOLOGIA,PÚBLICA,ANTROPOLOGIA / ARQUEOLOGIA,MESTRADO,ACADÊMICO,SE,3
"208,5",FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,ECONOMIA,PÚBLICA,ECONOMIA,MESTRADO PROFISSIONAL,PROFISSIONAL,SE,3
"208,6",FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,INTERDISCIPLINAR EM CULTURAS POPULARES,PÚBLICA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,SE,3
"208,7",FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,ADMINISTRAÇÃO,PÚBLICA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO,ACADÊMICO,SE,3
"208,8",FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,ENGENHARIA ELÉTRICA,PÚBLICA,ENGENHARIAS IV,MESTRADO,ACADÊMICO,SE,3
"208,9",FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,ODONTOLOGIA,PÚBLICA,ODONTOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,SE,4
"208,1",FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,DESENVOLVIMENTO E MEIO AMBIENTE,PÚBLICA,CIÊNCIAS AMBIENTAIS,MESTRADO,ACADÊMICO,SE,4
"208,11",FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,GEOCIÊNCIAS E ANÁLISE DE BACIAS - PGAB,PÚBLICA,GEOCIÊNCIAS,MESTRADO,ACADÊMICO,SE,3
"208,12",FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,EDUCAÇÃO FÍSICA,PÚBLICA,EDUCAÇÃO FÍSICA,MESTRADO,ACADÊMICO,SE,3
"209,1",UNIVERSIDADE PRESBITERIANA MACKENZIE,COMPUTAÇÃO APLICADA,PRIVADA,CIÊNCIA DA COMPUTAÇÃO,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,A
"209,2",UNIVERSIDADE PRESBITERIANA MACKENZIE,ARQUITETURA E URBANISMO,PRIVADA,"ARQUITETURA, URBANISMO E DESIGN",MESTRADO/DOUTORADO,ACADÊMICO,SP,6
"209,3",UNIVERSIDADE PRESBITERIANA MACKENZIE,"EDUCAÇÃO, ARTE E HISTÓRIA DA CULTURA",PRIVADA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"209,4",UNIVERSIDADE PRESBITERIANA MACKENZIE,ADMINISTRAÇÃO DO DESENVOLVIMENTO DE NEGÓCIOS,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"209,5",UNIVERSIDADE PRESBITERIANA MACKENZIE,DIREITO POLÍTICO E ECONÔMICO,PRIVADA,DIREITO,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"210,1",UNIVERSIDADE DE TAUBATÉ,"DESENVOLVIMENTO HUMANO: FORMAÇÃO, POLÍTICAS E PRÁTICAS SOCIA",PÚBLICA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,SP,4
"211,1",UNIVERSIDADE CATÓLICA DE SANTOS,SAÚDE COLETIVA,PRIVADA,SAÚDE COLETIVA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"211,2",UNIVERSIDADE CATÓLICA DE SANTOS,PSICOLOGIA DESENVOLVIMENTO E POLÍTICAS PÚBLICAS,PRIVADA,PSICOLOGIA,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"211,3",UNIVERSIDADE CATÓLICA DE SANTOS,EDUCAÇÃO,PRIVADA,EDUCAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"211,4",UNIVERSIDADE CATÓLICA DE SANTOS,DIREITO,PRIVADA,DIREITO,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"212,1",FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA DE SÃO PAULO,SAÚDE DA COMUNICAÇÃO HUMANA,PRIVADA,EDUCAÇÃO FÍSICA,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"212,2",FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA DE SÃO PAULO,CIÊNCIAS DA SAÚDE,PRIVADA,MEDICINA I,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"213,1",UNIVERSIDADE METODISTA DE SÃO PAULO,EDUCAÇÃO,PRIVADA,EDUCAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"213,2",UNIVERSIDADE METODISTA DE SÃO PAULO,PSICOLOGIA DA SAÚDE,PRIVADA,PSICOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"213,3",UNIVERSIDADE METODISTA DE SÃO PAULO,COMUNICAÇÃO SOCIAL,PRIVADA,COMUNICAÇÃO E INFORMAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"214,1",FUNDAÇÃO GETÚLIO VARGAS (SP),ECONOMIA,PRIVADA,ECONOMIA,MESTRADO PROFISSIONAL/DOUTORADO PROFISSIONAL,PROFISSIONAL,SP,5
"214,2",FUNDAÇÃO GETÚLIO VARGAS (SP),GESTÃO PARA A COMPETITIVIDADE,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"214,3",FUNDAÇÃO GETÚLIO VARGAS (SP),GESTÃO INTERNACIONAL,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL,PROFISSIONAL,SP,4
"214,4",FUNDAÇÃO GETÚLIO VARGAS (SP),ADMINISTRAÇÃO PÚBLICA E GOVERNO,PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO/DOUTORADO,ACADÊMICO,SP,6
"214,5",FUNDAÇÃO GETÚLIO VARGAS (SP),ECONOMIA DE EMPRESAS,PRIVADA,ECONOMIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,7
"215,1",INSTITUTO TECNOLÓGICO DE AERONÁUTICA,FÍSICA,PÚBLICA,ASTRONOMIA / FÍSICA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"215,2",INSTITUTO TECNOLÓGICO DE AERONÁUTICA,ENGENHARIA ELETRÔNICA E COMPUTAÇÃO,PÚBLICA,ENGENHARIAS IV,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"215,3",INSTITUTO TECNOLÓGICO DE AERONÁUTICA,ENGENHARIA AERONÂUTICA E MECÂNICA,PÚBLICA,ENGENHARIAS III,MESTRADO/DOUTORADO,ACADÊMICO,SP,6
"216,1",INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS,ENGENHARIA E TECNOLOGIA ESPACIAIS,PÚBLICA,ENGENHARIAS III,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"217,1",UNIVERSIDADE FEDERAL DE SÃO PAULO,MEDICINA (OBSTETRÍCIA),PÚBLICA,MEDICINA III,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"217,2",UNIVERSIDADE FEDERAL DE SÃO PAULO,MEDICINA (RADIOLOGIA CLÍNICA),PÚBLICA,MEDICINA II,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"217,3",UNIVERSIDADE FEDERAL DE SÃO PAULO,BIOLOGIA QUÍMICA,PÚBLICA,CIÊNCIAS BIOLÓGICAS I,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"217,4",UNIVERSIDADE FEDERAL DE SÃO PAULO,GESTÃO E INFORMÁTICA EM SAÚDE,PÚBLICA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,SP,3
"217,5",UNIVERSIDADE FEDERAL DE SÃO PAULO,QUÍMICA - CIÊNCIA E TECNOLOGIA DA SUSTENTABILIDADE,PÚBLICA,QUÍMICA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"217,6",UNIVERSIDADE FEDERAL DE SÃO PAULO,CIÊNCIA DA COMPUTAÇÃO,PÚBLICA,CIÊNCIA DA COMPUTAÇÃO,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"217,7",UNIVERSIDADE FEDERAL DE SÃO PAULO,ENGENHARIA BIOMÉDICA,PÚBLICA,ENGENHARIAS IV,MESTRADO,ACADÊMICO,SP,3
"218,1",UNIVERSIDADE DE MOGI DAS CRUZES,CIÊNCIA E TECNOLOGIA EM SAÚDE,PRIVADA,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"219,1",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,SISTEMAS DE INFRAESTRUTURA URBANA,PRIVADA,ENGENHARIAS I,MESTRADO,ACADÊMICO,SP,3
"219,2",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,"LINGUAGENS, MÍDIA E ARTE",PRIVADA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,SP,3
"219,3",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,SUSTENTABILIDADE,PRIVADA,INTERDISCIPLINAR,MESTRADO,ACADÊMICO,SP,3
"219,4",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,ARQUITETURA E URBANISMO,PRIVADA,"ARQUITETURA, URBANISMO E DESIGN",MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"220,1",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,"CIÊNCIAS CONTÁBEIS, CONTROLADORIA E FINANÇAS",PRIVADA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"220,2",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,GOVERNANÇA GLOBAL E FORMULAÇÃO DE POLÍTICAS INTERNACIONAIS,PRIVADA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,A
"220,3",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,EDUCAÇÃO MATEMÁTICA,PRIVADA,ENSINO,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"220,4",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,LITERATURA E CRÍTICA LITERÁRIA,PRIVADA,LINGUÍSTICA E LITERATURA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"220,5",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,LÍNGUA PORTUGUESA,PRIVADA,LINGUÍSTICA E LITERATURA,MESTRADO/DOUTORADO,ACADÊMICO,SP,5
"220,6",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,TECNOLOGIAS DA INTELIGÊNCIA E DESIGN DIGITAL,PRIVADA,INTERDISCIPLINAR,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
"220,7",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,DESENVOLVIMENTO DE JOGOS DIGITAIS,PRIVADA,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,PROFISSIONAL,SP,3
"220,8",PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PSICOLOGIA (PSICOLOGIA SOCIAL),PRIVADA,PSICOLOGIA,MESTRADO/DOUTORADO,ACADÊMICO,SP,4
