"","Degree","Closeness","Betweennes","Eigenvector","SS","Node","Partition","Country","Level"
"text2701",2,0.000988142292490119,10.6675485119184,0.0471713035798161,"text270","text270","Program","Brazil","PhD"
"text2751",2,0.00106157112526539,25.0559681035867,0.0651151384800777,"text275","text275","Program","Brazil","PhD"
"text2761",2,0.00100401606425703,10.7546235870531,0.0544657296861774,"text276","text276","Program","Brazil","PhD"
"text2831",2,0.00103950103950104,16.1113992508651,0.0614339062530904,"text283","text283","Program","Brazil","PhD"
"text2851",2,0.000657030223390276,3.01488724539695,0.0166176926691586,"text285","text285","Program","Brazil","PhD"
"text2911",2,0.00100401606425703,10.7546235870531,0.0544657296861774,"text291","text291","Program","Brazil","PhD"
"text2981",2,0.000998003992015968,13.4617835656698,0.0481563379785377,"text298","text298","Program","Brazil","PhD"
"text3041",2,0.000782472613458529,6.8391056709477,0.0349322203745814,"text304","text304","Program","Brazil","PhD"
"text3051",2,0.000782472613458529,6.8391056709477,0.0349322203745814,"text305","text305","Program","Brazil","PhD"
"text3081",2,0.000757575757575758,3.40078424465013,0.0375603798552338,"text308","text308","Program","Brazil","PhD"
"text3151",2,0.00100401606425703,10.7546235870531,0.0544657296861774,"text315","text315","Program","Brazil","PhD"
"text3211",2,0.00100401606425703,10.7546235870531,0.0544657296861774,"text321","text321","Program","Brazil","PhD"
"text3221",2,0.00100401606425703,10.7546235870531,0.0544657296861774,"text322","text322","Program","Brazil","PhD"
"text3251",2,0.00103950103950104,16.1113992508651,0.0614339062530904,"text325","text325","Program","Brazil","PhD"
"text3351",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text335","text335","Program","Brazil","PhD"
"text3361",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text336","text336","Program","Brazil","PhD"
"text3391",2,0.00103950103950104,16.1113992508651,0.0614339062530903,"text339","text339","Program","Brazil","PhD"
"text3531",2,0.000972762645914397,20.7402128937297,0.0405351712299523,"text353","text353","Program","Brazil","PhD"
"text3541",2,0.00100401606425703,10.7546235870531,0.0544657296861774,"text354","text354","Program","Brazil","PhD"
"text3551",2,0.000972762645914397,20.7402128937297,0.0405351712299523,"text355","text355","Program","Brazil","PhD"
"text3571",2,0.00103950103950104,16.1113992508651,0.0614339062530903,"text357","text357","Program","Brazil","PhD"
"text3721",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text372","text372","Program","Brazil","PhD"
"text3731",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text373","text373","Program","Brazil","PhD"
"text3741",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text374","text374","Program","Brazil","PhD"
"text3751",2,0.000755287009063444,4.52829786913631,0.0299654968546694,"text375","text375","Program","Brazil","PhD"
"text3851",2,0.00103950103950104,16.1113992508651,0.0614339062530904,"text385","text385","Program","Brazil","PhD"
"text3861",2,0.00103950103950104,16.1113992508651,0.0614339062530904,"text386","text386","Program","Brazil","PhD"
"text3981",2,0.00100401606425703,10.7546235870531,0.0544657296861774,"text398","text398","Program","Brazil","PhD"
"text4011",2,0.00099009900990099,42.1961312965225,0.042760943902842,"text401","text401","Program","Brazil","PhD"
"text4671",2,0.000764525993883792,21.5075195768386,0.0295368262988857,"text467","text467","Program","Brazil","PhD"
"text4681",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text468","text468","Program","Brazil","PhD"
"text4691",2,0.00099009900990099,42.1961312965225,0.042760943902842,"text469","text469","Program","Brazil","PhD"
"text4871",2,0.000992063492063492,12.4908053149337,0.0468006107746549,"text487","text487","Program","Brazil","PhD"
"text4981",2,0.00100401606425703,10.7546235870531,0.0544657296861774,"text498","text498","Program","Brazil","PhD"
"text5091",2,0.000978473581213307,8.70348286377494,0.0431896144586257,"text509","text509","Program","Brazil","PhD"
"text5141",2,0.000978473581213307,8.70348286377494,0.0431896144586257,"text514","text514","Program","Brazil","PhD"
"text524",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text524","text524","Program","Brazil","PhD"
"text525",2,0.000998003992015968,13.4617835656698,0.0481563379785377,"text525","text525","Program","Brazil","PhD"
"text526",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text526","text526","Program","Brazil","PhD"
"text547",2,0.00103950103950104,16.1113992508651,0.0614339062530904,"text547","text547","Program","Brazil","PhD"
"text554",2,0.00078003120124805,6.98222278893199,0.0335764931706986,"text554","text554","Program","Brazil","PhD"
"text555",2,0.000978473581213307,8.70348286377494,0.0431896144586257,"text555","text555","Program","Brazil","PhD"
"text575",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text575","text575","Program","Brazil","PhD"
"text580",2,0.00100401606425703,10.7546235870531,0.0544657296861774,"text580","text580","Program","Brazil","PhD"
"text581",2,0.00100401606425703,10.7546235870531,0.0544657296861774,"text581","text581","Program","Brazil","PhD"
"text592",2,0.000988142292490119,10.6675485119184,0.0471713035798161,"text592","text592","Program","Brazil","PhD"
"text596",2,0.000826446280991736,6.42668281482396,0.048209788649134,"text596","text596","Program","Brazil","PhD"
"text597",2,0.000826446280991736,6.42668281482396,0.048209788649134,"text597","text597","Program","Brazil","PhD"
"text599",2,0.000826446280991736,6.42668281482396,0.048209788649134,"text599","text599","Program","Brazil","PhD"
"text605",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text605","text605","Program","Brazil","PhD"
"text606",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text606","text606","Program","Brazil","PhD"
"text616",2,0.000826446280991736,6.42668281482396,0.048209788649134,"text616","text616","Program","Brazil","PhD"
"text617",2,0.000826446280991736,6.42668281482396,0.048209788649134,"text617","text617","Program","Brazil","PhD"
"text619",2,0.000826446280991736,6.42668281482396,0.048209788649134,"text619","text619","Program","Brazil","PhD"
"text620",2,0.000826446280991736,6.42668281482396,0.048209788649134,"text620","text620","Program","Brazil","PhD"
"text625",2,0.00103950103950104,16.1113992508651,0.0614339062530903,"text625","text625","Program","Brazil","PhD"
"text629",2,0.000826446280991736,6.42668281482396,0.048209788649134,"text629","text629","Program","Brazil","PhD"
"text645",2,0.00106157112526539,25.0559681035867,0.0651151384800777,"text645","text645","Program","Brazil","PhD"
"text648",2,0.00100401606425703,10.7546235870531,0.0544657296861774,"text648","text648","Program","Brazil","PhD"
"text663",2,0.00099009900990099,42.1961312965225,0.042760943902842,"text663","text663","Program","Brazil","PhD"
"text685",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text685","text685","Program","Brazil","PhD"
"text716",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text716","text716","Program","Brazil","PhD"
"text719",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text719","text719","Program","Brazil","PhD"
"text720",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text720","text720","Program","Brazil","PhD"
"text722",2,0.00099009900990099,42.1961312965225,0.042760943902842,"text722","text722","Program","Brazil","PhD"
"text723",2,0.00106157112526539,25.0559681035867,0.0651151384800777,"text723","text723","Program","Brazil","PhD"
"text754",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text754","text754","Program","Brazil","PhD"
"text766",2,0.000992063492063492,12.4908053149337,0.0468006107746549,"text766","text766","Program","Brazil","PhD"
"text782",2,0.000998003992015968,13.4617835656698,0.0481563379785377,"text782","text782","Program","Brazil","PhD"
"text792",2,0.000998003992015968,13.4617835656698,0.0481563379785377,"text792","text792","Program","Brazil","PhD"
"text796",2,0.00099009900990099,42.1961312965225,0.042760943902842,"text796","text796","Program","Brazil","PhD"
"text840",2,0.00106157112526539,25.0559681035867,0.0651151384800776,"text840","text840","Program","Brazil","PhD"
"text871",2,0.000826446280991736,6.42668281482396,0.048209788649134,"text871","text871","Program","Brazil","PhD"
"text896",2,0.000826446280991736,6.42668281482396,0.048209788649134,"text896","text896","Program","Brazil","PhD"
"text901",2,0.000998003992015968,13.4617835656698,0.0481563379785377,"text901","text901","Program","Brazil","PhD"
"text921",2,0.000783699059561128,7.30286099440967,0.0339471859758598,"text921","text921","Program","Brazil","PhD"
"text4100",1,0.000609756097560976,0,0.00763098273263788,"text4","text4","Program","Brazil","PhD"
"text924",1,0.000970873786407767,0,0.039169628042017,"text9","text9","Program","Brazil","PhD"
"text5410",1,0.000970873786407767,0,0.039169628042017,"text54","text54","Program","Brazil","PhD"
"text6510",1,0.000970873786407767,0,0.039169628042017,"text65","text65","Program","Brazil","PhD"
"text6810",1,0.000970873786407767,0,0.039169628042017,"text68","text68","Program","Brazil","PhD"
"text7110",1,0.000970873786407767,0,0.039169628042017,"text71","text71","Program","Brazil","PhD"
"text8310",1,0.000970873786407767,0,0.039169628042017,"text83","text83","Program","Brazil","PhD"
"text931",1,0.000970873786407767,0,0.039169628042017,"text93","text93","Program","Brazil","PhD"
"text981",1,0.000970873786407767,0,0.039169628042017,"text98","text98","Program","Brazil","PhD"
"text1021",1,0.000970873786407767,0,0.039169628042017,"text102","text102","Program","Brazil","PhD"
"text1051",1,0.000970873786407767,0,0.039169628042017,"text105","text105","Program","Brazil","PhD"
"text1111",1,0.000970873786407767,0,0.039169628042017,"text111","text111","Program","Brazil","PhD"
"text1121",1,0.000970873786407767,0,0.039169628042017,"text112","text112","Program","Brazil","PhD"
"text1261",1,0.000588928150765607,0,0.00359131586082504,"text126","text126","Program","Brazil","PhD"
"text1291",1,0.000970873786407767,0,0.039169628042017,"text129","text129","Program","Brazil","PhD"
"text1321",1,0.000651041666666667,0,0.0152961016441605,"text132","text132","Program","Brazil","PhD"
"text1501",1,0.000742942050520059,0,0.0259455104380607,"text150","text150","Program","Brazil","PhD"
"text1561",1,0.000970873786407767,0,0.039169628042017,"text156","text156","Program","Brazil","PhD"
"text1611",1,0.000970873786407767,0,0.039169628042017,"text161","text161","Program","Brazil","PhD"
"text1791",1,0.000970873786407767,0,0.039169628042017,"text179","text179","Program","Brazil","PhD"
"text1841",1,0.000970873786407767,0,0.039169628042017,"text184","text184","Program","Brazil","PhD"
"text2071",1,0.000970873786407767,0,0.039169628042017,"text207","text207","Program","Brazil","PhD"
"text2121",1,0.000970873786407767,0,0.039169628042017,"text212","text212","Program","Brazil","PhD"
"text2351",1,0.000705218617771509,0,0.0222642782110734,"text235","text235","Program","Brazil","PhD"
"text2881",1,0.000705218617771509,0,0.0222642782110734,"text288","text288","Program","Brazil","PhD"
"text2961",1,0.000970873786407767,0,0.039169628042017,"text296","text296","Program","Brazil","PhD"
"text2971",1,0.000970873786407767,0,0.039169628042017,"text297","text297","Program","Brazil","PhD"
"text3191",1,0.000970873786407767,0,0.039169628042017,"text319","text319","Program","Brazil","PhD"
"text3411",1,0.000651041666666667,0,0.0152961016441605,"text341","text341","Program","Brazil","PhD"
"text3431",1,0.000970873786407767,0,0.039169628042017,"text343","text343","Program","Brazil","PhD"
"text3461",1,0.000970873786407767,0,0.039169628042017,"text346","text346","Program","Brazil","PhD"
"text3561",1,0.000970873786407767,0,0.039169628042017,"text356","text356","Program","Brazil","PhD"
"text3591",1,0.000705218617771509,0,0.0222642782110734,"text359","text359","Program","Brazil","PhD"
"text3661",1,0.000588928150765607,0,0.00359131586082504,"text366","text366","Program","Brazil","PhD"
"text3701",1,0.000742942050520059,0,0.0259455104380607,"text370","text370","Program","Brazil","PhD"
"text3931",1,0.000970873786407767,0,0.039169628042017,"text393","text393","Program","Brazil","PhD"
"text4031",1,0.000970873786407767,0,0.039169628042017,"text403","text403","Program","Brazil","PhD"
"text4081",1,0.000970873786407767,0,0.039169628042017,"text408","text408","Program","Brazil","PhD"
"text4091",1,0.000970873786407767,0,0.039169628042017,"text409","text409","Program","Brazil","PhD"
"text4531",1,0.000970873786407767,0,0.039169628042017,"text453","text453","Program","Brazil","PhD"
"text4741",1,0.000970873786407767,0,0.039169628042017,"text474","text474","Program","Brazil","PhD"
"text4831",1,0.000970873786407767,0,0.039169628042017,"text483","text483","Program","Brazil","PhD"
"text4841",1,0.00061652281134402,0,0.00898670993652075,"text484","text484","Program","Brazil","PhD"
"text4851",1,0.000970873786407767,0,0.039169628042017,"text485","text485","Program","Brazil","PhD"
"text4921",1,0.000970873786407767,0,0.039169628042017,"text492","text492","Program","Brazil","PhD"
"text4931",1,0.000970873786407767,0,0.039169628042017,"text493","text493","Program","Brazil","PhD"
"text4941",1,0.000970873786407767,0,0.039169628042017,"text494","text494","Program","Brazil","PhD"
"text4951",1,0.000970873786407767,0,0.039169628042017,"text495","text495","Program","Brazil","PhD"
"text4961",1,0.000970873786407767,0,0.039169628042017,"text496","text496","Program","Brazil","PhD"
"text4971",1,0.000970873786407767,0,0.039169628042017,"text497","text497","Program","Brazil","PhD"
"text4991",1,0.000970873786407767,0,0.039169628042017,"text499","text499","Program","Brazil","PhD"
"text5001",1,0.000970873786407767,0,0.039169628042017,"text500","text500","Program","Brazil","PhD"
"text5011",1,0.000970873786407767,0,0.039169628042017,"text501","text501","Program","Brazil","PhD"
"text5081",1,0.000970873786407767,0,0.039169628042017,"text508","text508","Program","Brazil","PhD"
"text5111",1,0.000970873786407767,0,0.039169628042017,"text511","text511","Program","Brazil","PhD"
"text5121",1,0.000970873786407767,0,0.039169628042017,"text512","text512","Program","Brazil","PhD"
"text5131",1,0.000970873786407767,0,0.039169628042017,"text513","text513","Program","Brazil","PhD"
"text515",1,0.000970873786407767,0,0.039169628042017,"text515","text515","Program","Brazil","PhD"
"text517",1,0.000970873786407767,0,0.039169628042017,"text517","text517","Program","Brazil","PhD"
"text561",1,0.000970873786407767,0,0.039169628042017,"text561","text561","Program","Brazil","PhD"
"text565",1,0.000609756097560976,0,0.00800167553779908,"text565","text565","Program","Brazil","PhD"
"text568",1,0.000970873786407767,0,0.039169628042017,"text568","text568","Program","Brazil","PhD"
"text649",1,0.000742942050520059,0,0.0259455104380607,"text649","text649","Program","Brazil","PhD"
