"","Degree","Closeness","Betweennes","Eigenvector","SS","Node","Partition","Country"
"text428",3,0.000956022944550669,6.11598001568109,0.0570368124966804,"text428","text428","Program","Argentina"
"text435",3,0.000959692898272553,9.18408091446495,0.0591691936044409,"text435","text435","Program","Argentina"
"text438",3,0.000963391136801541,8.56767028215634,0.0635174837748895,"text438","text438","Program","Argentina"
"text440",3,0.000959692898272553,8.14651577687386,0.0606092459805763,"text440","text440","Program","Argentina"
"text442",3,0.000959692898272553,6.92498094283783,0.0648803813351992,"text442","text442","Program","Argentina"
"text443",3,0.000965250965250965,10.606317882304,0.0679953053277228,"text443","text443","Program","Argentina"
"text449",3,0.000961538461538462,7.93142117612069,0.0656012612412133,"text449","text449","Program","Argentina"
"text451",3,0.000965250965250965,15.8344784009216,0.0615615812320715,"text451","text451","Program","Argentina"
"text456",3,0.000959692898272553,6.92498094283783,0.0648803813351992,"text456","text456","Program","Argentina"
"text462",3,0.000965250965250965,10.606317882304,0.0679953053277228,"text462","text462","Program","Argentina"
"text468",3,0.000959692898272553,9.18408091446495,0.0591691936044409,"text468","text468","Program","Argentina"
"text469",3,0.000959692898272553,8.14651577687386,0.0606092459805763,"text469","text469","Program","Argentina"
"text471",3,0.000959692898272553,9.18408091446495,0.0591691936044409,"text471","text471","Program","Argentina"
"text476",3,0.000965250965250965,10.606317882304,0.0679953053277228,"text476","text476","Program","Argentina"
"text479",3,0.000959692898272553,9.18408091446495,0.0591691936044409,"text479","text479","Program","Argentina"
"text481",3,0.000965250965250965,15.8344784009216,0.0615615812320715,"text481","text481","Program","Argentina"
"text495",3,0.000965250965250965,10.606317882304,0.0679953053277228,"text495","text495","Program","Argentina"
"text509",3,0.000965250965250965,15.8344784009216,0.0615615812320715,"text509","text509","Program","Argentina"
"text510",3,0.000675675675675676,6.11941979304393,0.0324665642389718,"text510","text510","Program","Argentina"
"text511",3,0.000961538461538462,9.87962045041664,0.0580679590228803,"text511","text511","Program","Argentina"
"text1",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text1","text1","Program","Argentina"
"text3",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text3","text3","Program","Argentina"
"text6",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text6","text6","Program","Argentina"
"text12",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text12","text12","Program","Argentina"
"text13",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text13","text13","Program","Argentina"
"text16",2,0.000952380952380952,2.36976411814036,0.0449714866207044,"text16","text16","Program","Argentina"
"text25",2,0.000956022944550669,4.99641261472347,0.0480864106132281,"text25","text25","Program","Argentina"
"text26",2,0.000954198473282443,3.04570414082954,0.0456923665267186,"text26","text26","Program","Argentina"
"text28",2,0.000954198473282443,3.04570414082954,0.0456923665267186,"text28","text28","Program","Argentina"
"text29",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text29","text29","Program","Argentina"
"text31",2,0.000954198473282443,3.04570414082954,0.0456923665267186,"text31","text31","Program","Argentina"
"text33",2,0.000956022944550669,4.99641261472347,0.0480864106132281,"text33","text33","Program","Argentina"
"text46",2,0.000956022944550669,4.99641261472347,0.0480864106132281,"text46","text46","Program","Argentina"
"text49",2,0.000956022944550669,4.99641261472347,0.0480864106132281,"text49","text49","Program","Argentina"
"text64",2,0.000954198473282443,3.04570414082954,0.0456923665267186,"text64","text64","Program","Argentina"
"text65",2,0.00094876660341556,3.05349381193303,0.0407003512660816,"text65","text65","Program","Argentina"
"text87",2,0.00094876660341556,9.23643072947897,0.0360539264659026,"text87","text87","Program","Argentina"
"text88",2,0.00094876660341556,9.23643072947897,0.0360539264659026,"text88","text88","Program","Argentina"
"text89",2,0.000954198473282443,3.04570414082954,0.0456923665267186,"text89","text89","Program","Argentina"
"text97",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text97","text97","Program","Argentina"
"text98",2,0.00094876660341556,3.05349381193303,0.0407003512660816,"text98","text98","Program","Argentina"
"text100",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text100","text100","Program","Argentina"
"text101",2,0.00094876660341556,3.05349381193303,0.0407003512660816,"text101","text101","Program","Argentina"
"text102",2,0.00094876660341556,9.23643072947897,0.0360539264659026,"text102","text102","Program","Argentina"
"text106",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text106","text106","Program","Argentina"
"text107",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text107","text107","Program","Argentina"
"text110",2,0.000954198473282443,8.53022970037363,0.0416526865175768,"text110","text110","Program","Argentina"
"text123",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text123","text123","Program","Argentina"
"text124",2,0.000956022944550669,4.99641261472347,0.0480864106132281,"text124","text124","Program","Argentina"
"text126",2,0.000956022944550669,4.99641261472347,0.0480864106132281,"text126","text126","Program","Argentina"
"text127",2,0.000954198473282443,3.67415437548781,0.0436085890603948,"text127","text127","Program","Argentina"
"text128",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text128","text128","Program","Argentina"
"text129",2,0.000954198473282443,3.04570414082954,0.0456923665267186,"text129","text129","Program","Argentina"
"text131",2,0.000952380952380952,2.36976411814036,0.0449714866207045,"text131","text131","Program","Argentina"
"text133",2,0.000954198473282443,3.04570414082954,0.0456923665267186,"text133","text133","Program","Argentina"
"text134",2,0.000952380952380952,2.36976411814036,0.0449714866207045,"text134","text134","Program","Argentina"
"text136",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text136","text136","Program","Argentina"
"text137",2,0.000956022944550669,4.99641261472347,0.0480864106132281,"text137","text137","Program","Argentina"
"text139",2,0.00094876660341556,9.23643072947897,0.0360539264659026,"text139","text139","Program","Argentina"
"text140",2,0.000952380952380952,2.36976411814036,0.0449714866207045,"text140","text140","Program","Argentina"
"text144",2,0.000954198473282443,3.67415437548781,0.0436085890603948,"text144","text144","Program","Argentina"
"text148",2,0.00094876660341556,3.05349381193303,0.0407003512660816,"text148","text148","Program","Argentina"
"text153",2,0.00094876660341556,3.05349381193303,0.0407003512660816,"text153","text153","Program","Argentina"
"text154",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text154","text154","Program","Argentina"
"text159",2,0.000952380952380952,2.36976411814036,0.0449714866207045,"text159","text159","Program","Argentina"
"text160",2,0.000956022944550669,4.99641261472347,0.0480864106132281,"text160","text160","Program","Argentina"
"text166",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text166","text166","Program","Argentina"
"text169",2,0.000954198473282443,8.53022970037363,0.0416526865175768,"text169","text169","Program","Argentina"
"text171",2,0.000954198473282443,3.04570414082954,0.0456923665267186,"text171","text171","Program","Argentina"
"text172",2,0.000954198473282443,3.67415437548781,0.0436085890603948,"text172","text172","Program","Argentina"
"text178",2,0.000954198473282443,3.67415437548781,0.0436085890603948,"text178","text178","Program","Argentina"
"text189",2,0.00094876660341556,3.05349381193303,0.0407003512660816,"text189","text189","Program","Argentina"
"text192",2,0.000952380952380952,2.36976411814036,0.0449714866207045,"text192","text192","Program","Argentina"
"text194",2,0.00094876660341556,4.2393441514606,0.0392602988899462,"text194","text194","Program","Argentina"
"text201",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text201","text201","Program","Argentina"
"text202",2,0.000952380952380952,2.36976411814036,0.0449714866207045,"text202","text202","Program","Argentina"
"text207",2,0.000954198473282443,8.53022970037363,0.0416526865175768,"text207","text207","Program","Argentina"
"text209",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text209","text209","Program","Argentina"
"text227",2,0.00094876660341556,3.05349381193303,0.0407003512660816,"text227","text227","Program","Argentina"
"text228",2,0.000956022944550669,4.99641261472347,0.0480864106132281,"text228","text228","Program","Argentina"
"text232",2,0.000620347394540943,0.779940053072595,0.0220468742856281,"text232","text232","Program","Argentina"
"text251",2,0.00094876660341556,3.05349381193303,0.0407003512660816,"text251","text251","Program","Argentina"
"text252",2,0.00094876660341556,3.05349381193303,0.0407003512660816,"text252","text252","Program","Argentina"
"text254",2,0.000954198473282443,3.04570414082954,0.0456923665267186,"text254","text254","Program","Argentina"
"text256",2,0.000954198473282443,8.53022970037363,0.0416526865175768,"text256","text256","Program","Argentina"
"text257",2,0.00094876660341556,3.05349381193303,0.0407003512660816,"text257","text257","Program","Argentina"
"text260",2,0.000956022944550669,4.99641261472347,0.0480864106132281,"text260","text260","Program","Argentina"
"text261",2,0.000954198473282443,8.53022970037363,0.0416526865175768,"text261","text261","Program","Argentina"
"text278",2,0.00094876660341556,3.05349381193303,0.0407003512660816,"text278","text278","Program","Argentina"
"text283",2,0.000954198473282443,3.04570414082954,0.0456923665267186,"text283","text283","Program","Argentina"
"text297",2,0.000954198473282443,3.04570414082954,0.0456923665267185,"text297","text297","Program","Argentina"
"text303",2,0.000956022944550669,4.99641261472347,0.0480864106132281,"text303","text303","Program","Argentina"
"text304",2,0.000954198473282443,8.53022970037363,0.0416526865175768,"text304","text304","Program","Argentina"
"text318",2,0.000956022944550669,4.99641261472347,0.0480864106132281,"text318","text318","Program","Argentina"
"text335",2,0.000954198473282443,8.53022970037363,0.0416526865175768,"text335","text335","Program","Argentina"
"text362",2,0.00094876660341556,4.2393441514606,0.0392602988899462,"text362","text362","Program","Argentina"
"text367",2,0.000954198473282443,8.53022970037363,0.0416526865175768,"text367","text367","Program","Argentina"
"text373",2,0.00094876660341556,9.23643072947897,0.0360539264659026,"text373","text373","Program","Argentina"
"text375",2,0.000956022944550669,4.99641261472347,0.0480864106132281,"text375","text375","Program","Argentina"
"text376",2,0.000956022944550669,4.99641261472347,0.0480864106132281,"text376","text376","Program","Argentina"
"text378",2,0.00094876660341556,9.23643072947897,0.0360539264659026,"text378","text378","Program","Argentina"
"text380",2,0.000954198473282443,8.53022970037363,0.0416526865175768,"text380","text380","Program","Argentina"
"text383",2,0.000954198473282443,3.67415437548781,0.0436085890603948,"text383","text383","Program","Argentina"
"text387",2,0.000954198473282443,3.04570414082954,0.0456923665267186,"text387","text387","Program","Argentina"
"text392",2,0.000954198473282443,3.67415437548781,0.0436085890603948,"text392","text392","Program","Argentina"
"text394",2,0.00094876660341556,9.23643072947897,0.0360539264659025,"text394","text394","Program","Argentina"
"text396",2,0.000956022944550669,4.99641261472347,0.0480864106132281,"text396","text396","Program","Argentina"
"text398",2,0.000956022944550669,4.99641261472347,0.0480864106132281,"text398","text398","Program","Argentina"
"text401",2,0.000956022944550669,4.99641261472347,0.0480864106132281,"text401","text401","Program","Argentina"
"text403",2,0.00094876660341556,3.05349381193303,0.0407003512660816,"text403","text403","Program","Argentina"
"text411",2,0.00094876660341556,3.05349381193303,0.0407003512660816,"text411","text411","Program","Argentina"
"text412",2,0.000954198473282443,8.53022970037363,0.0416526865175768,"text412","text412","Program","Argentina"
"text414",2,0.000707213578500707,2.15651377332059,0.0343682646769802,"text414","text414","Program","Argentina"
"text415",2,0.000954198473282443,8.53022970037363,0.0416526865175768,"text415","text415","Program","Argentina"
"text429",2,0.000956022944550669,4.99641261472347,0.0480864106132281,"text429","text429","Program","Argentina"
"text431",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text431","text431","Program","Argentina"
"text432",2,0.000957854406130268,3.45339149426001,0.0535359353652373,"text432","text432","Program","Argentina"
